loc_name;dat_year;dat_value;rec_samplingtype;loc_area;rec_unit
Lauwersoog scientific estimate;1994;31;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;1995;16.9;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;1996;49.4;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;1997;27.8;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;1998;14.4;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;1999;31.7;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2000;7.2;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2001;2.4;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2002;5.5;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2003;1.7;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2004;2.3;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2005;1.4;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2006;1.7;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2007;1;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2008;2.8;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2009;0.6;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2010;1.1;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2011;1.4;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2012;2.91;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2013;9.13;scientific estimate;North sea;nb/h        
Lauwersoog scientific estimate;2014;16.16;scientific estimate;North sea;nb/h        
Loire commercial catch;1924;65;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1925;70;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1926;90;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1927;65;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1928;102;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1930;1;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1934;90;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1935;150;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1936;30;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1937;7;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1938;15;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1939;17;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1940;27;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1941;21;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1944;10;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1945;66;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1946;43;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1947;178;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1948;197;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1949;193;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1950;86;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1951;166;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1952;121;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1953;91;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1954;86;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1955;181;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1956;187;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1957;168;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1958;230;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1959;174;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1960;411;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1961;334;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1962;185;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1963;116;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1964;142;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1965;134;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1966;253;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1967;258;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1968;712;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1969;225;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1970;453;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1971;330;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1972;311;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1973;292;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1974;557;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1975;497;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1976;770;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1977;677;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1978;526;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1979;642;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1980;526;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1981;303;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1982;274;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1983;260;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1984;183;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1985;154;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1986;123;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1987;145;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1988;177;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1989;87;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1990;96;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1991;36;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1992;39;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1993;91;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1994;103;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1995;133;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1996;81;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1997;71;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1998;66;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;1999;87;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2000;80;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2001;33;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2002;42;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2003;53;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2004;27;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2005;17;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2006;15;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2007;21;commercial catch;Atlantic Ocean;Kg          
Loire commercial catch;2008;22;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1975;1650;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1976;10600;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1977;20000;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1978;36600;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1979;24300;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1980;28400;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1981;16000;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1982;50000;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1983;16400;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1984;30000;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1985;30100;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1986;13000;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1987;16039;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1988;8200;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1989;10359;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1990;8462;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1991;8243;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1992;7335;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1993;8493;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1994;4968;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1995;10001;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1996;15223;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1997;8683;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1998;7378;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;1999;7412;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2000;6812;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2001;2719;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2002;2527;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2003;3198;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2004;2376;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2005;2505;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2006;3056;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2007;2045;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2008;2083;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2009;2528;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2010;2576;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2011;947;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2012;807;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2013;1081;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2014;1176;commercial catch;Atlantic Ocean;Kg          
Minho commercial catch;2015;1284;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1953;14529;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1954;8318;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1955;13576;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1956;16649;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1957;14351;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1958;12911;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1959;13071;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1960;17975;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1961;13060;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1962;17177;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1963;11507;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1964;16139;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1965;20364;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1966;11974;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1967;12977;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1968;20556;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1969;15628;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1970;18753;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1971;17032;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1972;11219;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1973;11056;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1974;24481;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1975;32611;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1976;55514;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1977;37661;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1978;59918;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1979;37468;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1980;42110;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1981;34645;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1982;26295;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1983;21837;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1984;22541;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1985;12839;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1986;13544;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1987;23536;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1988;15211;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1989;13574;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1990;9216;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1991;7117;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1992;10259;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1993;9673;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1994;9900;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1995;12500;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1996;5900;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1997;3656;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1998;3273;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;1999;3815;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2000;1330;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2001;1285;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2002;1569;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2003;1231;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2004;506;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2005;914;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2006;836;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2007;615;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2008;871;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2009;272;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2010;1089;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2011;1231;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2012;611.71;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2013;1327.04;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2014;2086;commercial catch;Atlantic Ocean;Kg          
Nalon commercial catch;2015;1778;commercial catch;Atlantic Ocean;Kg          
Rhine DenOever scientific estimate;1938;15.3;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1939;71.5;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1940;22.4;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1941;14.3;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1942;17.5;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1943;13.7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1944;46.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1946;7.5;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1947;7.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1948;4.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1949;6.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1950;2.7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1951;21.9;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1952;125.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1953;21.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1954;38.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1955;64.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1956;16.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1957;31.3;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1958;124;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1959;67.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1960;58.9;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1961;65.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1962;108.9;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1963;123.7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1964;58.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1965;128.3;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1966;34;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1967;45.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1968;32.9;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1969;27.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1970;48.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1971;36.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1972;55;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1973;18.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1974;63;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1975;84.3;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1976;51.4;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1977;75;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1978;73.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1979;87.7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1980;59;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1981;50.4;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1982;29.4;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1983;14.7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1984;31.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1985;11.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1986;11.4;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1987;6.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1988;7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1989;4.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1990;4.9;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1991;1.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1992;5.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1993;3.5;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1994;5.4;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1995;11.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1996;12.5;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1997;12.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1998;2.46;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;1999;3.7;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2000;2.8;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2001;0.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2002;1.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2003;1.3;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2004;2.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2005;1.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2006;0.6;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2007;1.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2008;0.5;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2009;0.9;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2010;2.2;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2011;1.1;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2012;1.007;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2013;4.909;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2014;4.578;scientific estimate;North sea;Index       
Rhine DenOever scientific estimate;2015;0.238;scientific estimate;North sea;Index       
Ringhals scientific survey;1981;983.306;scientific estimate;North sea;Index       
Ringhals scientific survey;1982;697.18;scientific estimate;North sea;Index       
Ringhals scientific survey;1983;601.94;scientific estimate;North sea;Index       
Ringhals scientific survey;1984;182.96;scientific estimate;North sea;Index       
Ringhals scientific survey;1985;291.46;scientific estimate;North sea;Index       
Ringhals scientific survey;1986;100.55;scientific estimate;North sea;Index       
Ringhals scientific survey;1987;75.14;scientific estimate;North sea;Index       
Ringhals scientific survey;1988;158.91;scientific estimate;North sea;Index       
Ringhals scientific survey;1989;173.38;scientific estimate;North sea;Index       
Ringhals scientific survey;1990;208.33;scientific estimate;North sea;Index       
Ringhals scientific survey;1991;130.2;scientific estimate;North sea;Index       
Ringhals scientific survey;1992;295.75;scientific estimate;North sea;Index       
Ringhals scientific survey;1993;415.06;scientific estimate;North sea;Index       
Ringhals scientific survey;1994;599.81;scientific estimate;North sea;Index       
Ringhals scientific survey;1995;258.07;scientific estimate;North sea;Index       
Ringhals scientific survey;1996;41.28;scientific estimate;North sea;Index       
Ringhals scientific survey;1997;130.52;scientific estimate;North sea;Index       
Ringhals scientific survey;1998;249.58;scientific estimate;North sea;Index       
Ringhals scientific survey;1999;138.72;scientific estimate;North sea;Index       
Ringhals scientific survey;2000;402.33;scientific estimate;North sea;Index       
Ringhals scientific survey;2001;31.89;scientific estimate;North sea;Index       
Ringhals scientific survey;2002;170.95;scientific estimate;North sea;Index       
